age,income,credit_score,loan_amount,employment_length,debt_to_income,num_credit_lines,gender,race,approved
34,88008,719,62196,9,0.9614175778465733,6,0,2,1
36,145926,551,84401,2,0.5992775178235918,19,1,1,1
45,135395,848,5495,19,0.807477935651909,6,0,1,1
43,136492,634,49755,28,0.10935590310947885,7,0,1,1
54,92240,391,72684,9,0.3972912929459057,15,0,1,0
43,84315,829,38324,27,0.3368477014471527,2,0,1,1
40,30756,362,83929,26,0.5694823881365918,12,0,1,0
26,56378,811,6552,17,0.8611135200614256,9,0,1,0
29,155327,438,56272,13,0.07833821776200667,17,1,1,1
18,165556,484,40853,17,0.07257479804471079,6,1,2,0
18,145703,504,37924,27,0.8503177081575989,4,1,1,0
64,76549,513,79462,23,0.21285008603835742,6,1,1,1
51,185575,555,28889,7,0.6687532544498137,16,0,2,1
49,93794,434,59675,9,0.5428781323608052,3,0,2,0
65,65113,387,78591,21,0.8328935948872295,15,0,0,0
42,94069,506,75190,12,0.12508890983640353,18,1,0,0
57,156321,428,27634,20,0.12978296572261128,9,1,1,1
62,170273,302,37363,7,0.5568183602783076,2,0,1,0
18,145541,420,68752,3,0.9463786533583709,2,0,0,0
33,29686,684,82004,26,0.41499775837075425,16,1,0,0
56,73363,337,61398,3,0.32694210025469495,9,1,3,0
22,117543,640,45718,4,0.6066893231978858,16,1,3,1
39,151733,320,87916,0,0.9304486005450311,16,1,1,0
46,195915,541,31870,16,0.8369278328446237,3,0,3,1
20,115673,754,42394,1,0.9954836107332199,5,1,0,1
29,62828,602,57057,29,0.02256858320237709,11,1,1,0
43,68604,368,84795,7,0.11285814471276223,19,0,2,0
33,30526,428,85409,6,0.609467763366622,16,0,2,0
68,88910,495,18016,14,0.8205764393338497,16,0,0,0
54,45592,439,47137,25,0.28524434230676654,9,1,3,1
39,48982,743,5153,24,0.23921108803421876,6,1,2,1
46,20207,582,12853,4,0.7869757993812009,15,1,3,0
31,108733,611,17379,1,0.05638185385323158,12,1,2,0
45,144982,834,20792,6,0.3693826475825851,2,0,3,1
22,88619,576,43367,7,0.5058092225923297,1,0,2,0
64,180400,360,23100,27,0.5603486743503234,15,1,2,0
66,66479,618,68456,6,0.7286151567927769,5,1,1,0
47,171175,351,16049,29,0.35484572343065823,5,1,1,0
63,190963,452,5786,6,0.6126843446746072,12,0,0,0
69,161826,610,74904,27,0.5853754227909563,6,1,2,1
22,101437,843,35699,13,0.5476161006537471,4,0,3,1
29,118540,688,52691,20,0.6404832931422122,6,1,2,1
33,92982,847,42040,17,0.2594491710680763,1,0,3,1
43,122747,476,97990,5,0.08464875358462898,16,0,3,1
43,68231,661,62986,3,0.11927167203974343,12,1,2,1
65,49301,613,43762,9,0.22458238265390107,15,0,3,0
38,192395,396,28600,17,0.5001979355227852,19,0,0,1
56,38752,512,99774,11,0.8404427505460201,1,1,1,0
53,118452,436,95777,15,0.7012933420883841,4,0,3,0
50,164467,305,24810,24,0.7890406042020471,17,1,2,1
47,141237,408,90703,6,0.3509756239260914,6,0,1,1
54,76273,846,92347,5,0.40465374164855017,10,0,0,1
40,111878,338,62204,27,0.3936818859906128,10,0,3,0
27,24895,724,25085,4,0.19187318440450152,16,0,3,0
22,139968,560,51854,2,0.06121665814357202,15,1,1,1
53,135700,725,79797,11,0.5909160928272268,12,1,3,1
51,96559,386,89269,14,0.9892166834205861,4,1,2,0
69,30699,764,44779,9,0.16682970495026284,19,0,1,1
48,29715,375,61207,25,0.046684819899273755,15,0,1,0
27,39169,770,99615,19,0.779531681823933,15,1,3,1
36,138413,713,38980,18,0.2525860066847242,15,1,0,1
49,167235,756,61117,15,0.8296438053529284,13,1,0,1
18,139264,584,19141,27,0.7039366670345154,5,1,0,0
22,25782,538,14344,10,0.9456735370508046,1,0,0,0
62,144481,671,20896,7,0.408927235756672,13,1,1,0
21,55585,794,94353,2,0.6619698394506341,15,0,1,1
33,50682,344,34813,22,0.4648547808132707,19,1,3,0
41,198936,700,89431,6,0.6305886973085435,12,0,0,1
33,149992,546,70679,22,0.44959890600773733,14,1,0,1
19,104416,749,15681,28,0.18863224642407483,11,1,3,1
66,147810,784,77903,6,0.5078974160033809,8,0,3,1
45,58067,317,8228,13,0.5285842014374423,17,0,3,0
49,193757,588,9582,1,0.8106038482601611,13,1,2,0
44,38073,713,83683,9,0.7355207057935812,19,0,3,0
37,56035,534,16397,18,0.6637916239414441,3,1,3,0
41,110373,715,43799,25,0.11338709555257254,7,0,2,1
29,103362,798,42011,8,0.720616290663715,7,1,0,1
67,110517,414,84183,15,0.5003051563545148,15,1,1,0
52,85450,533,98254,18,0.8940995361061592,9,1,0,0
50,30382,839,49264,17,0.9198709341305428,16,1,1,0
50,155509,310,47317,8,0.05515659060178546,0,1,1,0
68,81929,505,52914,15,0.8206415603544788,17,1,3,0
60,118864,546,89633,12,0.03769739042267062,9,1,3,1
54,163401,426,50254,9,0.36716962569502265,3,1,2,0
29,45169,446,45096,24,0.5422999756210791,0,0,0,0
20,107468,417,58785,19,0.14810079862712744,3,0,0,1
18,54594,681,57344,13,0.7463138125690768,3,0,1,0
50,65033,711,87643,11,0.008354704172138572,3,1,3,1
57,83133,662,73546,24,0.16859904843403684,16,1,3,1
27,93861,808,76091,18,0.5807968298534757,8,1,0,1
60,51750,436,70603,6,0.7143875620372924,18,0,2,0
61,60461,474,33412,22,0.9166431026939161,12,0,3,0
46,98222,588,56658,14,0.7054966519346239,3,0,2,0
30,132020,780,54549,15,0.671779270254866,4,0,0,1
29,44226,318,16549,26,0.3943411463506643,12,0,0,0
48,26721,494,76216,7,0.0012844255268014138,15,1,2,0
63,40609,629,30739,9,0.12015925873562194,4,0,3,0
19,150513,474,26209,3,0.5345545447560391,7,1,0,0
68,124211,748,92968,18,0.6751298858444197,15,1,1,0
67,199967,653,20116,18,0.4174482838964625,0,1,0,1
52,156728,798,25045,27,0.7306790115283902,5,0,3,1
40,144865,440,31327,20,0.5218622953321788,10,0,1,1
34,94520,392,40709,26,0.07417619559431221,15,1,0,1
43,84309,538,48617,14,0.19201625096794883,4,0,3,0
25,49984,504,65139,13,0.8399982232439429,15,0,3,0
46,138947,732,31905,0,0.7249127466244395,6,1,0,1
43,25901,544,69148,15,0.894761987012495,18,1,3,0
27,182624,616,77603,9,0.11755724912093657,0,1,2,1
43,51055,594,47919,18,0.9902225346150739,8,1,1,0
51,188757,581,88521,29,0.2094067139499336,17,1,2,1
68,165788,316,97905,21,0.01177987628664201,12,0,0,1
58,134099,370,88400,2,0.9974229390535542,14,1,2,0
24,31138,568,93150,4,0.28107388544511314,2,0,0,0
21,186370,624,63446,8,0.6680194525125599,9,0,0,1
67,43429,604,57428,17,0.1766823141763052,8,1,3,0
62,70200,750,52894,10,0.5802285321991417,12,1,3,1
28,199316,306,86149,15,0.9040349864545593,15,0,0,0
46,121268,613,11447,1,0.3201811674284386,2,1,1,1
53,37347,402,10499,11,0.6702539760443592,14,0,1,0
42,167992,492,44041,21,0.1879035887984165,16,1,1,1
38,51822,828,36315,5,0.6247953987187252,13,1,2,0
53,197731,470,6299,10,0.33645035181751015,6,0,0,0
27,60108,836,9994,26,0.21120825858795167,19,0,3,1
54,148955,550,86163,7,0.31318205070363514,15,1,2,0
26,27967,686,12489,11,0.17884106850779935,7,1,2,0
41,130719,506,96647,28,0.9019161078378828,3,1,3,0
52,31871,840,37355,26,0.39718688631712884,19,0,0,1
66,184685,715,78805,29,0.24527930497436734,14,1,2,1
52,48179,679,73367,1,0.4484078410159329,4,1,0,0
65,75099,443,82355,8,0.32053616680649555,12,1,0,0
53,55262,324,95349,14,0.744419253813326,5,1,0,0
35,98213,372,92173,1,0.9712199118854944,4,0,3,0
66,137407,392,6996,28,0.4380336566976468,16,0,0,1
56,169340,804,49387,0,0.8610333999722404,6,0,2,1
49,106269,635,8089,9,0.5658630735596195,5,1,3,1
41,80545,724,25659,1,0.15723566509423348,1,1,3,1
40,59922,798,50178,11,0.6906227420813416,10,1,2,1
49,62913,663,86268,22,0.5134344971258201,6,0,3,0
54,117033,498,90042,7,0.6506065232521034,7,0,2,0
29,124792,712,75726,4,0.889687412571665,4,0,1,1
66,197404,638,75111,21,0.4404345706560461,17,0,2,1
30,139863,728,39565,27,0.9011776232173556,15,1,3,0
40,176104,438,94242,0,0.7506690142816549,13,0,2,0
42,188918,841,27884,14,0.48860492587798476,11,0,1,1
52,64936,356,22199,5,0.6032221356579637,16,1,0,0
58,180866,531,65038,11,0.32558113251901144,4,0,0,1
47,48141,734,62786,7,0.9835972997387742,13,1,0,0
34,160146,683,54294,12,0.667351163050396,5,1,3,1
66,157478,493,83015,18,0.043846852496629896,14,1,1,1
37,117359,833,39178,26,0.32662190574800876,6,1,2,1
65,143279,817,17665,0,0.6233144337590575,13,1,2,1
42,174363,484,5534,10,0.0563332777992398,17,0,2,1
39,61568,591,96828,19,0.023884191319142767,0,0,2,1
30,117539,634,41132,0,0.45002423952780257,5,1,3,0
36,66851,415,41110,29,0.33269017969267,2,0,3,1
66,74823,348,63754,7,0.4382986080331659,4,1,1,0
53,43312,381,68580,4,0.26269330988000517,11,0,2,0
29,194180,632,27469,16,0.1647177469429809,10,0,0,1
58,185243,634,69016,29,0.6891433569803377,12,0,3,1
36,192851,831,51233,7,0.5145711162678005,15,0,1,1
29,118723,520,71708,24,0.20015421124936683,17,0,1,1
26,32411,622,63232,9,0.3195894262599983,16,0,3,0
24,77009,302,98450,1,0.5918079076633259,16,0,0,0
45,166494,505,91437,8,0.07222934827247784,10,1,0,1
31,193540,339,39409,23,0.14745300926617955,19,1,2,1
48,52371,358,24324,22,0.07324560410739012,9,1,3,0
69,77022,806,13738,2,0.8123173327141189,15,0,0,1
36,91229,421,29054,17,0.7524092332120093,1,0,3,0
64,119071,778,34709,6,0.7533129318792571,16,1,1,1
33,116774,395,90643,14,0.716325343476028,19,1,1,0
22,46715,713,5363,20,0.6693854236698692,9,0,1,1
52,47605,534,15358,21,0.476991915378175,12,1,3,0
29,119853,361,8240,19,0.642278163507115,11,1,2,0
42,51174,555,77201,17,0.03836155478797465,14,1,2,0
69,161028,647,50689,24,0.6214644226567846,6,1,0,1
38,96373,423,6936,2,0.7778777055368772,12,0,3,0
53,89252,781,96074,27,0.5003583603843902,11,1,2,1
40,90017,616,48965,29,0.35751332842723693,11,1,3,1
33,83037,803,82534,22,0.2774267348009791,1,1,2,1
56,109818,347,5882,13,0.6428020501620825,4,1,1,0
62,26548,708,25224,23,0.6928011986299087,1,0,1,0
59,136981,435,35825,1,0.8709675998625426,19,1,0,0
56,174249,500,75740,13,0.34233408246099073,12,1,1,0
31,44022,549,33885,21,0.7697723073855856,2,1,2,0
48,126297,613,45056,10,0.5613558241893379,10,1,0,1
22,156614,667,8203,15,0.8828364906780791,15,1,0,0
52,80428,728,65241,7,0.5278121082956208,0,0,1,1
40,173812,779,7244,6,0.5176298283979672,18,1,3,1
46,79353,613,73619,10,0.5778770814409091,10,1,1,1
60,133132,799,26584,2,0.7493153551424344,8,0,1,1
28,36052,654,13521,16,0.9646904788284609,13,1,0,0
35,120689,784,55017,13,0.07356335421576565,8,0,1,1
64,198148,510,38541,5,0.05343460239101716,6,1,2,1
29,151743,343,34063,7,0.9375503374073385,15,0,0,0
26,20163,840,75268,21,0.5298756255182061,2,0,1,1
27,61424,391,69952,4,0.6149030145669361,18,1,3,0
61,161706,564,98054,26,0.48242360159472886,3,0,2,0
34,155870,519,44563,27,0.09365745260747449,6,1,3,1
55,42420,741,44752,7,0.7680893784186665,11,0,2,0
24,140575,700,7567,1,0.7472246450885869,17,0,3,1
63,49300,699,21121,14,0.311703321492812,4,1,1,1
30,109881,789,6674,11,0.3062392452284004,9,0,2,1
57,30749,784,81411,16,0.8378413809055185,11,1,0,1
59,124131,769,71275,0,0.07235725774132662,7,0,0,1
26,176193,744,72081,14,0.8811051483565658,18,0,3,1
67,148563,568,34140,13,0.2566616898959144,14,1,3,0
44,57487,566,14327,19,0.5929847477554939,0,1,3,0
19,184433,353,75663,21,0.9359941790017777,2,0,2,0
22,41223,827,28331,15,0.6781225015366464,17,1,0,1
46,92930,819,28004,28,0.4144298124670366,17,1,1,1
54,165128,358,15492,8,0.6895342089054152,1,0,2,0
55,48380,339,59797,0,0.3439796363163702,4,0,3,0
36,46035,536,63095,27,0.27725841634918613,0,1,0,1
25,50620,685,18749,16,0.9966832779346797,9,0,3,0
65,170949,599,68217,28,0.7507902311797877,19,1,1,1
62,137360,694,94044,12,0.6447199773818176,9,1,1,1
18,73352,506,14045,20,0.3552896432193188,4,1,0,0
39,181983,635,25116,25,0.04916082915504816,17,1,2,1
69,183856,813,23667,20,0.03105687603515561,14,1,1,1
34,23191,477,80057,4,0.5541812554487988,19,1,1,0
24,184232,695,79205,9,0.7620327210390511,7,0,1,1
42,110536,670,32302,5,0.5373791904438551,16,1,1,1
62,124576,617,16283,23,0.8407850719391146,11,0,3,0
21,23631,668,35935,18,0.03342653309322163,11,1,3,0
53,157244,683,77534,24,0.3667520764259401,0,0,2,1
23,62080,361,99342,12,0.23707039117417805,3,0,0,0
48,110353,804,36624,0,0.44727296815712203,7,0,0,1
36,171353,538,18440,19,0.07237639319412248,0,1,0,1
61,48671,494,51501,24,0.9541316415710726,14,0,1,0
56,142811,521,92333,14,0.22325540106936093,17,0,3,1
44,147734,360,6269,13,0.9223077754835848,0,1,3,0
27,179674,428,12868,7,0.4258931550366818,10,0,2,0
43,71399,455,35251,9,0.985524133255218,1,0,0,0
36,174544,677,82909,8,0.5540583834602107,0,1,3,1
56,27099,736,89523,16,0.9308328641758075,11,0,2,0
20,176503,506,43729,8,0.005348988694222845,15,0,0,1
62,76492,687,20734,2,0.7482388061809001,9,1,1,1
30,116722,779,47429,10,0.9030506531025154,17,0,3,1
67,198756,639,46337,11,0.13972056697895407,14,0,3,1
45,50111,639,45325,9,0.09612585173215149,16,0,0,0
37,83936,503,88600,24,0.4245726071859556,9,0,1,1
45,173686,460,67514,16,0.9336789061329351,2,1,1,0
25,193063,839,13433,16,0.5423865601904387,15,1,3,1
58,80920,691,14111,24,0.5274564637217322,5,1,0,1
56,83530,833,68753,10,0.14112611829932187,2,1,2,1
18,187296,369,85583,29,0.0007895110932187865,8,0,3,1
20,27788,704,78620,21,0.8101400907454612,10,1,1,0
30,48082,816,26751,3,0.08757456298623822,12,1,2,1
45,143287,419,21453,6,0.633849818735324,17,0,0,0
66,109570,516,90844,20,0.9146164545151915,3,0,1,0
42,121015,355,43968,25,0.208651913158431,7,0,2,1
50,103588,665,35077,13,0.6652728362369108,12,1,3,1
55,167603,803,39775,6,0.07869857670750946,9,0,1,1
23,108340,754,63144,23,0.603755143837613,1,0,0,1
61,114439,403,53570,7,0.16393172095320274,7,0,1,0
62,195929,376,51097,0,0.735953560515178,5,1,3,0
49,161214,529,29503,23,0.3012312947939082,15,1,0,0
62,135053,557,7779,21,0.46339100880464623,17,1,3,1
64,68355,563,91840,3,0.5994305420276217,16,1,2,0
38,160938,630,5755,28,0.17127341066623958,5,1,1,1
33,145426,481,44263,29,0.7416378186176209,12,1,3,0
38,84027,849,60087,11,0.30264034063681455,13,1,2,1
28,179210,326,47281,23,0.6623718599127535,9,0,0,0
54,112601,575,56482,2,0.15828305069937365,10,0,0,0
53,49956,598,59857,12,0.6881176592063503,12,0,2,0
52,124797,390,22400,19,0.12818807281046174,11,1,2,0
36,144917,779,45115,5,0.4253564962699836,8,1,0,1
37,146303,757,19249,10,0.24720607373887682,3,0,3,1
35,156511,750,51825,22,0.7483752494281826,6,0,2,1
64,198313,664,29600,3,0.26203500450687456,1,1,3,1
58,62533,650,42706,19,0.8817173063953962,6,1,0,0
66,179342,699,24222,15,0.8918202114066128,8,1,3,1
31,98815,552,46139,6,0.19644131522278585,4,1,3,0
32,59279,758,46302,21,0.6138459450077243,14,1,2,1
48,129787,798,99684,28,0.08771764171996432,17,1,3,1
18,174960,807,92838,10,0.3915370996016292,3,1,3,1
20,168702,603,73159,23,0.7133217295012723,18,1,3,1
33,81063,800,13646,0,0.6594232468499163,19,0,0,0
40,147896,465,18543,25,0.624700669406608,6,1,0,0
28,186216,714,99496,28,0.2825408636624436,7,1,1,1
29,117661,761,27785,26,0.378024949434402,16,1,0,1
27,158051,413,83353,6,0.10294614470028618,12,0,0,0
49,177261,732,36406,11,0.719022820433601,10,0,1,1
33,193672,655,93992,6,0.5038887967912735,0,1,1,1
25,143257,506,56428,26,0.7087656323456546,1,0,2,0
55,106205,534,28777,22,0.24894352479687276,16,0,2,0
29,26910,741,62939,6,0.3244382286350662,4,0,0,1
41,66857,654,58026,9,0.33421533726011465,5,1,3,0
45,54964,814,91450,29,0.0257424097472162,6,1,2,1
25,176299,507,34553,15,0.34104787283062354,14,1,2,1
45,157050,424,28548,25,0.8033045735180335,18,1,0,0
53,37153,437,68221,7,0.8972984957497385,15,1,3,0
43,79765,638,42265,8,0.5182183156359275,12,1,1,0
25,128212,836,45701,8,0.45550169521922024,4,1,1,1
67,59071,367,56287,1,0.030824618699370254,2,0,0,0
45,132990,840,11727,12,0.8792043375853826,2,1,0,1
45,89519,682,55717,12,0.013010213425872719,18,1,3,1
54,29503,318,37427,22,0.9447500802102118,13,1,0,0
58,115457,749,21692,22,0.48921624868809066,15,1,0,1
53,167977,373,36625,3,0.3419344935747266,16,1,0,0
44,65838,575,29918,24,0.9242184348426601,3,1,3,0
34,145200,347,46136,23,0.024390993110096737,12,1,0,0
26,109489,510,57409,11,0.5814248948690871,7,1,2,0
50,46806,839,20577,16,0.5489325244993376,18,0,3,1
37,196072,490,90155,1,0.21932040121138208,4,0,2,1
30,173240,614,86731,12,0.42888743135021057,1,1,3,1
45,90119,412,32689,28,0.6522640059437702,14,1,2,0
65,58714,469,16154,17,0.7271311968819275,1,0,3,0
46,75419,767,99948,27,0.0007168587065797816,10,1,1,1
30,125432,313,26341,27,0.9368534300910153,12,1,0,0
63,112949,587,79681,26,0.1645253723928124,9,0,0,1
52,153533,488,51330,14,0.2335804342223592,2,1,3,1
23,165363,454,92759,7,0.26347344569384823,4,1,2,0
35,197876,770,73416,14,0.03782013655203531,2,1,1,1
68,96971,374,91807,0,0.12305212359032491,5,0,2,0
22,113471,576,38313,19,0.986349922944162,12,0,0,0
64,84946,642,51900,9,0.31521673737728606,9,1,0,1
42,118989,724,83840,11,0.11530109033904934,18,0,2,1
19,104080,810,39695,4,0.10699126117462332,7,0,3,1
27,97794,481,35225,8,0.7194599676699719,17,0,3,0
47,50841,757,91072,22,0.8545686640326409,2,1,2,1
67,144447,363,54156,7,0.2569522995084699,16,0,0,1
62,140029,559,82209,15,0.02090951233523497,7,0,2,0
22,199830,492,92453,13,0.2230900184453558,9,0,0,1
50,96272,705,32829,26,0.056515690796757334,1,1,2,1
18,57643,392,85908,24,0.10339493663004151,11,0,3,0
35,63950,729,30938,12,0.43150811984764237,5,0,1,0
49,120500,733,64164,22,0.22991837086163258,1,1,0,1
64,179116,703,59530,20,0.5159458785254234,2,0,1,1
66,145588,733,73199,12,0.25349375325719037,16,0,3,1
28,35997,411,65282,4,0.9405373011029476,6,0,2,0
38,99751,674,52801,15,0.9059439679262645,4,1,3,0
43,118605,358,14465,25,0.566806105010466,0,1,1,0
42,174983,342,8326,10,0.35442399198738617,7,0,3,1
39,75533,506,8659,21,0.38114688203473557,11,0,3,0
44,102566,595,65289,4,0.41185228314449696,13,0,2,0
66,165643,417,32594,12,0.727579322134944,15,0,1,1
30,128255,831,9763,27,0.4516389955188379,9,0,1,1
50,78005,521,93657,10,0.8567299465058974,14,0,1,0
51,63541,465,15828,24,0.9440947859303646,14,1,0,0
58,43387,455,52588,18,0.33594615337893385,9,0,3,0
52,113980,483,16221,2,0.5606944813756801,6,0,1,0
18,199980,389,16211,14,0.09505653683256443,2,0,3,1
38,105457,393,18569,6,0.200469047766359,1,1,2,1
65,164129,312,42860,6,0.4134657667101601,5,0,2,0
23,84028,737,76558,5,0.20620271590177885,8,1,0,1
45,139246,837,50337,2,0.8765604907887176,9,0,0,1
34,75731,449,57311,29,0.15828625605909807,3,0,2,1
22,175930,307,18515,12,0.45566082155309195,2,0,1,0
48,199761,328,76695,6,0.6056992404598757,8,0,2,1
22,64638,595,92227,4,0.6918639081608444,16,0,3,0
55,197558,639,29904,22,0.38306936972650674,13,0,0,1
20,40567,738,64935,17,0.8690990687247285,9,1,0,1
40,180811,443,48790,21,0.5683191510779255,12,0,2,1
54,77804,818,73580,29,0.4395077804475518,11,0,1,1
54,128821,344,80148,7,0.06724063405203662,0,0,1,0
27,23754,538,10636,16,0.464689468445165,18,1,3,1
27,47044,454,82129,19,0.8207358408157303,18,0,0,0
36,87260,480,7892,26,0.6145410182213155,5,1,2,1
34,86912,514,26672,0,0.8321624537291183,12,0,2,0
38,28706,387,10812,13,0.4940116705993056,18,0,0,0
31,28894,555,5654,16,0.11846170509448184,12,1,2,0
26,169109,810,59633,9,0.01363984583588107,3,1,0,1
63,103986,372,22143,11,0.3032195467185912,1,0,1,0
18,101942,478,60934,15,0.6979904714977925,14,1,1,0
68,49725,511,72334,13,0.7902599039416938,11,1,2,0
62,156998,533,34087,29,0.2957528346203294,6,0,1,1
30,124555,764,16618,26,0.4956539208832471,19,0,1,1
21,29496,522,13446,15,0.4211189044340816,17,0,3,0
18,76447,563,92182,7,0.41052278435142786,12,1,0,0
66,121604,506,53867,22,0.2313487132001505,16,0,0,1
57,180878,665,56028,27,0.13637110502945837,3,0,2,1
49,108199,575,65101,9,0.19668855823121312,13,1,0,1
51,61321,679,32200,28,0.0553323871633461,19,1,3,0
45,173728,608,93074,16,0.19813074182357704,12,0,2,1
48,75147,567,66465,26,0.009200897625379456,2,1,2,1
25,111396,363,91436,29,0.6272584006359783,17,1,0,0
56,58787,649,92892,28,0.3163754073876829,13,1,1,1
43,41727,793,93559,17,0.9731447114269086,14,0,1,0
51,115081,822,44148,19,0.19371705077629786,2,0,1,1
20,142721,397,87928,15,0.3458285703095939,0,0,1,0
67,88056,370,25698,16,0.3578411586415332,16,1,3,0
29,154153,663,47470,15,0.00845149606246054,2,0,2,1
18,185268,575,97071,18,0.8392079530394589,13,0,1,1
61,187807,349,56660,23,0.03199446014432472,2,1,3,0
22,100102,657,58910,23,0.9401798347292414,12,1,2,0
47,176570,784,40450,7,0.8920743510936207,14,0,0,1
47,96865,383,61463,5,0.5355219160859636,17,1,0,0
34,182728,595,38757,5,0.5435955749112921,13,0,3,0
65,87695,535,83012,20,0.6537779229561563,2,0,2,0
64,188972,355,75247,28,0.387050011934887,18,0,1,0
40,137235,659,77015,8,0.6472222833978555,7,1,2,1
32,198773,409,36390,3,0.04476838868848687,3,1,1,1
54,128777,491,61116,25,0.05404762734972657,3,0,3,0
38,39033,392,18161,11,0.45723041961954436,18,0,1,0
31,161877,359,37152,27,0.5496223011060349,10,0,3,0
19,186923,338,85171,11,0.887817640335819,0,0,2,0
28,46832,839,25836,22,0.10466063390789626,7,1,2,1
68,135725,348,95367,16,0.8226479271938894,14,0,1,0
56,165016,719,71543,14,0.2100473372920696,0,0,2,1
55,39873,312,60648,8,0.39408364851003186,6,1,1,0
51,60372,335,31331,6,0.3166024348274129,19,0,2,0
55,109464,400,15763,9,0.400155272865399,19,0,0,0
67,166451,385,74444,15,0.15049549807258555,10,0,1,1
51,137322,815,98109,11,0.503570074403555,13,0,3,1
35,187823,522,24187,24,0.8016425898313673,15,0,0,0
47,120082,637,16957,6,0.44153401037889695,13,1,3,1
32,25110,465,9379,17,0.4906135758981991,11,1,2,0
44,32087,682,32959,14,0.8487675852813142,16,1,0,0
68,174834,675,87018,5,0.7060581146380308,13,1,2,1
51,102617,770,32105,25,0.4904544085197847,9,0,1,1
69,120483,330,5877,11,0.25769564818917967,13,1,3,0
55,29596,674,53353,10,0.8849267468449666,17,1,2,0
50,127539,310,88788,19,0.5770204016905583,8,1,3,0
41,38313,601,89585,2,0.2211476101106934,16,1,3,0
32,133175,395,88308,1,0.26911975263801036,5,1,2,0
47,134914,489,56567,5,0.8031330889362459,7,1,1,0
59,43705,752,62913,23,0.04414556208745546,12,1,3,1
68,93445,491,7637,21,0.9920921870288201,17,1,2,0
34,123892,785,77778,24,0.13035167971479178,4,0,1,1
22,22023,565,47025,29,0.7960685253969374,5,1,2,0
46,139654,723,87464,4,0.39477531677168287,18,0,1,1
21,100073,427,33742,17,0.49221618328746686,3,1,3,0
27,112197,537,16831,15,0.8806505774645779,6,1,0,0
34,84429,654,90092,7,0.41291118958921325,3,1,2,0
27,124195,411,95879,24,0.5374937536732345,10,0,3,0
34,53848,745,93370,29,0.04929966240916994,11,0,2,1
37,188876,642,51762,25,0.0023474738674531537,13,1,2,1
41,166451,444,93741,19,0.2447998730017259,12,0,1,1
22,47766,364,23830,21,0.6805830929187673,9,1,2,0
51,88099,546,60044,10,0.1212648933591367,17,0,1,0
23,187132,789,78948,9,0.11376195880454942,15,0,3,1
19,89122,738,74202,23,0.4109606080359033,4,0,2,1
30,167159,405,42045,24,0.6478370386082265,7,1,3,0
60,68868,480,91322,11,0.7120719922479305,13,0,0,0
60,139119,483,76051,20,0.17845067409837478,4,0,3,1
65,174297,525,31627,27,0.07958814737204245,7,1,2,1
28,115286,388,20198,5,0.9403970339455442,5,0,0,0
68,26643,829,74521,26,0.26066638256210173,15,1,1,1
64,56727,670,34475,19,0.8533464976087238,3,1,0,0
40,162077,698,24403,4,0.8634914504628183,11,0,2,1
33,129079,405,8681,22,0.7725225917625445,10,1,2,0
48,85697,570,96555,8,0.16883360665257008,2,0,3,0
28,36029,802,98122,25,0.8218014592542003,11,0,1,1
33,165298,824,47292,26,0.7692505592415867,4,1,2,1
25,179803,331,10629,28,0.5967229901062171,5,0,2,0
21,129458,692,98246,15,0.33720203516895275,18,0,1,1
57,130384,339,82814,21,0.2625086042665441,17,1,1,0
21,88926,517,13417,13,0.12188921208035897,15,1,3,1
42,157069,381,39765,21,0.5097570669008714,10,0,0,0
20,75506,500,79499,7,0.5852608755098465,4,1,1,0
49,98229,746,61574,26,0.3593389905157872,8,1,2,1
20,62092,727,95545,19,0.47535906768086855,2,1,1,1
44,82539,337,32675,18,0.3635144573692667,7,1,2,0
46,172889,510,77267,13,0.6410060573207013,5,0,3,1
49,188933,743,45563,6,0.9012592077965633,3,0,0,1
67,33428,626,16332,4,0.16392026204694488,11,1,3,0
68,195006,526,24177,17,0.3814088099031234,11,0,1,1
36,161330,347,94254,1,0.14086860395086132,15,1,2,0
38,77775,317,73447,10,0.624943770407832,9,1,1,0
22,25469,738,62104,21,0.7288705094885958,13,0,1,0
35,48854,486,89335,7,0.9319127325974559,12,0,1,0
45,157328,644,85730,0,0.2788719262609649,8,0,1,1
59,96256,523,9951,26,0.9502112058654302,6,0,0,0
39,185009,787,33333,21,0.0632626718206748,11,1,2,1
38,119134,528,26673,11,0.6030138633645882,4,1,1,0
23,152723,689,45870,1,0.057132719343329974,17,0,2,1
18,104730,487,76101,17,0.8937741877619448,3,1,0,0
22,176123,569,27821,6,0.5298090570700541,1,0,2,1
58,47386,609,30494,25,0.6693483507627961,2,0,2,1
29,167256,431,79160,16,0.8315739259104525,11,0,0,0
43,53787,371,5835,21,0.15031062248396876,2,1,1,0
63,41621,486,23646,29,0.038591561938133845,3,1,2,0
51,97984,785,82360,22,0.8788811459128522,5,0,3,0
66,196325,490,42335,13,0.3149332274589325,11,0,2,1
31,54051,721,74351,23,0.12897890792716526,18,0,1,1
43,69811,419,7429,6,0.46846123708708653,9,0,3,0
62,50447,519,46950,21,0.5983060756960188,0,1,1,0
44,148046,352,65654,24,0.030970603422510123,16,1,2,0
26,181326,750,73143,28,0.2748956582570877,15,0,0,1
43,104045,711,96186,2,0.03279987427689601,8,0,1,1
64,136859,536,82527,26,0.42033538919549895,8,1,1,1
